Nama Pengguna,Rating,Ulasan
B***u,bintang 5,perfect seperti biasa. cuma skrng jarang ada tester varian lain aja
H***o,bintang 5,"Standard wanginya, mendinglah pakai parfum biar wangi gak apek"
Yody,bintang 5,"Pembelian kedua, gak da yg berubah sih dari produknya. masih sama seperti tahun lalu"
R***y,bintang 4,"wanginya kalem cocok buat kgiatan malem atau acara malem, kurang cocok buat pakaina putih agak sangat berbelas 1* semprot"
Salam,bintang 5,wanginya enak dan tahan lama. terima kasih
Alif,bintang 5,"Pengiriman cepat, paket sesuai pesanan, wangi enak. Mantap 👍🏻"
Rendy,bintang 5,"Enak bgt wanginya. buat yg blind buy, cobain ini"
andez,bintang 5,Oke.. Kembali ke wangi sebelumnya... Semoga bisa tetap konsisten..
F***y,bintang 5,"sudah pembelian kedua, masih jadi wangi favorit"
I***I,bintang 5,"barang sampai tepat waktu, baunya menyala!!"
Sjahrizal,bintang 5,wangi banget broo..nakal
Fahmi,bintang 5,repeat order.. cocok sama aromanya..
Bhayang,bintang 4,"setelah dicoba awet wanginya tapi bukan selera sih, packaging rapi"
E***n,bintang 5,maaf br sempat review pelayanan gercep
r***d,bintang 3,agk sedikit kecewa karena penutup botolnya kurang rapat mengakibatkan kebocoran
Muhammad,bintang 5,wangi udah repeat order sih
Eksa,bintang 5,"yg ini masih tetap terbaik, memikat pasangan banget soalnya wkwk"
alvin,bintang 5,wangi sekalii
Ade,bintang 5,"persis kek parfum bapak"" ternyata hidungku beda dg buyer yg lain wkwk thanks for respon, good seller & Courier, faster than estimated"
Novantri,bintang 5,wanginya cakeup bener.
R***i,bintang 5,wanginya enak dan gak bapack2
A***i,bintang 5,"Udah langganan beli parfum disini. Ketahanannya oke, proses cepat, pengiriman cepat. recommended seller."
Dedy,bintang 5,"cocok, enak wanginya ketahan belum di coba berapa lama semoga awer"
Z***i,bintang 5,suka wanginya lembut
Ibrahim,bintang 5,Wanginya soft dan manly.
T***s,bintang 5,kualitas aroma parfum tiden.co gak kalah sama parfum luar.. Pokoknya saya suka dengan Kualitad aroma wanginya Hugable intense gak main² sudah 2x beli lagi.Pokoknya The b...
C***a,bintang 4,"Biasa saja.. aromanya tidak ada yg istimewa, justru lebih intens yg women series Borjan Summer Groove, overall baik.. dan tahan seharian.."
David,bintang 5,Never fails me
Rifki,bintang 5,"brang sampai dgn aman, wanginya cukup enak dan semoga wanginya awet"
Christian,bintang 5,wangi mantap
L***a,bintang 5,selalu puas beli di sini
D***y,bintang 5,"selalu puas blnja Di sini, wangi'a awet n tahan lama"
S***n,bintang 5,pembelian yg ke 3..wanginya enak
Agustinus,bintang 5,"Barang sudah sampai, packingnya rapi..."
m***d,bintang 5,"wanginya enak, fast respon, tahan lama, botolnya keren, packingnya safety, pengiriman cepat"
A***n,bintang 5,repeat order ke 7x🥰
Bagus,bintang 5,Mantap kali parfumnya tahan lama
Y***n,bintang 5,"Wanginya enak bener"" tahan lama, packing sangat aman bubble wrap tebel"
Asep,bintang 5,wanginya..lembut dan tahan lama udah langganan...recomended seller..👍
Erie,bintang 5,wanginya ok
L***y,bintang 5,"wanginya tahan lama,harga cocok, stlh dicuci pun baju msh tercium aroma parfumnya."
J***f,bintang 5,"wanginya enak, tp kurang tahan lama"
E***i,bintang 5,Parfum favorit
R***a,bintang 5,wangiii
Alvin,bintang 5,ini udah repeat order karena cocok.. wangi awet
Bambang,bintang 5,"Pembelian pertama,belum dicoba,semoga seperti yang diiklankan.Pengiriman cepat krn respon penjual juga cepat.Terima kasih"
Andre,bintang 5,Packing aman. Aroma enak. Lembut banget kesannya.
surya,bintang 5,"barang sudah sampai dan sudah diterima dengan baik, kondisi barang bagus, wangi seperti biasanya.. sudah pembelian ke 2.. thank you Tiden.co , kurir dan Tokopedia"
M***M,bintang 5,wanginya suka..tooppp
Ikhwan,bintang 5,mantap tahan lama nih. pacar gue juga suka hahaha
dwi,bintang 4,bagus pengiriman rapi. wangi tahan lama. Tapi kok setelah beberapa hari ini pemakaian aroma berubah. ini jadi aroma seperti bapak2 kata istriku. pas hari 1 dan ke 2 segar...
Yudiarth,bintang 5,"Sangat recomended seller, kirimnya gercep padahal dr bandung…salut… Banyak seller di JkT tp kirimnya pada lelet. Malu atuh sama org bandung… Kualitas parfum mantapp, wang..."
AGUNG,bintang 5,"wanginya pas,enak,tahan lama,pengen nyoba yg lain,pengiriman cepat,trims tokopedia dan seller"
M***d,bintang 5,Wanginya enak
Muhammad,bintang 5,thanks
Adesaputra,bintang 5,"pengiriman cepat ,produk oke punya"
Rifaldy,bintang 5,tahan lama ini dibandingkan yang hugable biasa
Taufik,bintang 5,Wanginya enak sesuai ekspetasi
m***s,bintang 5,enakeee...
Pradana,bintang 5,"untuk wanhi seperti ini,untuk harga 90 rb, 30 ml,worth it sekali"
G***h,bintang 5,sesuai nih...
Paksi,bintang 5,"parfumnya mantab, pacar jadi makin nempel :D"
J***n,bintang 4,"ketahanan awet banget sekitar 8-10 jam *dibuat kerja indoor(out dorr PP rumah pabrik), untuk kecocokan 80% cocok, di top notesnya terlalu menusuk hidung, untuk mid sama b..."
Thufeil,bintang 5,wanginnyaaaa mantapppp betulll nih parfum thanksss
Candra,bintang 5,Baru ketemu parfum yg cocok buat cowok... ga banyaj cingcong bintang 5 ini mah
Eko,bintang 5,"keren banget aromanya, pembelian ke dua ini, langsung 2 botol buat jaga jaga. rumah satu, mobil 1."
d***s,bintang 5,The best si wanginya sesuai iklan
M***d,bintang 5,"Suka banget ama wanginyaa, manis tapi ini manis buat cowo gak buat eneg juga wanginya"
Ilma,bintang 5,sudah 3x order selalu memuaskan.. thanks
I***n,bintang 5,"wanginya sesuai dg ekspektasi walaupun nlind buy,, ga nyesel worth to buy"
Galih,bintang 5,"cocok banget ama wanginya ,semoga bisa tahan lama dan bakal coba variant lainya"
Aji,bintang 5,mantap wangi nya
Rizki,bintang 5,mantap 👍
B***g,bintang 5,pembelian ke 2..lumayan enak..kalem
f***n,bintang 5,"wanginya awet dan gak eneg,terbaik"
Indah,bintang 5,"strong wangi nya.. cepat sampai dan packing bagus bgt,, aman"
M***d,bintang 5,"Pembelian kesekian kali, suka wanginya, awet jg lumayan lama. Worth it to buy"
Darull,bintang 5,Kelasss wangi bener
Arfan,bintang 5,"waah diluar ekspetasi, wanginya manis tp manly, seger enak cocok buat laki2 muda , jauh dari bau bapak2 dan dengan harga sgini, ini jauhhhhhh bgt kuakutasnya bener2 worth..."
Karel,bintang 5,Cocok sama gw karena demen bau yg soft.
B***o,bintang 5,suka wanginya 👍
Dicky,bintang 5,ga pernah salah emang! semua variant di cobain satupun ga ada yg gagal! semuanya enak di pake
andi,bintang 5,suka sama wanginya
p***a,bintang 5,"Wangi sesuai deskripsi, packing aman, pengirimam cepat."
Imam,bintang 5,Barang sesuai deskripsi... wanginya enak... fast response seller... fast shipping...
fikri,bintang 5,aromanya lumayan enak di hidung
D***i,bintang 5,suka
Danang,bintang 5,"pembelian yg ke-2, thank you gan👍👍👍"
Ilham,bintang 5,langganannnnnnnnnnn hjokngf bvklppbv
J***t,bintang 5,"gils banget sh pertama kali sniff wanginya, langsung love at the first sight, goks banget asli, packaging nya jg super super aman, thx gan"
Indra,bintang 5,👍🏽👍🏽👍🏽👍🏽👍🏽
a***f,bintang 3,Baunya kurang begitu awet
Choirul,bintang 3,wanginya tahan lama cuma saya kurang suka dgn wanginya
faiq,bintang 5,"Cocok sama parfum ini, selain karena wanginya, parfum ini juga long lasting. Top deh👍"
Alvin,bintang 5,"suka wanginya, awet jg"
Alionk,bintang 5,Sudah mantap n tahan lama
A***s,bintang 5,mantap...wanginya enak.manis. tahan lumayan
moh,bintang 5,"aromanya lumayan,pengiriman sangat cepat.. baru pernah belanja online secepat ini sampainya mantaps.."
Utom,bintang 5,ga nyangka packaging nya rapih dengan bubblewrap tebel masih ditambah bubblewrab dikemasan product dalam nya juga...keren . sesuai gambar dan wangi nya enak sekali ...nex...
Muhammad,bintang 5,setelah pakai yang hugable coklat sekarang pakai yang intense. mantab
M***H,bintang 3,...
Edhoe,bintang 5,"produk sampai dengan selamat sesuai dengan deskripsi, terima kasih"
Yadi,bintang 5,wangi berkelas.
Faiz,bintang 5,Malah dipake sama bini gua di parfume 🥲 katanya wangi cewe bgt. Yaudahlah
Nurul,bintang 5,barangnya ok. wanginya enak dan saya suka. utk ketahanan nya belum tau brp lama. makasih ya
Ahmad,bintang 5,"Harumnya sangat unik, packing sangat rapi. Pengiriman juga cepat. Terbaik"
Bayu,bintang 5,recomended parfume 👍👍
andi,bintang 5,Jujur ya ini wanginya manis dan bikin nagih. Full recommended buat yg suka wangi manis dan tahan lama
Kika,bintang 5,"Pas disemprot wanginya memang agak menusuk, tapi beberapa menit kemudian jadi soft, lama kelamaan menurutku yang lebih nonjol aroma Coconut dan Vanilla, kena panas arau k..."
M***M,bintang 5,wanginya enak cuma sangat pasaran. tp oke lah. best local parfum. Good Luck
Fajri,bintang 5,terbaik
I***n,bintang 5,"pengiriman cpt, wangi tahan lama, bnr2 parfum recommended. sygnya gk dpt tester lg 😂"
Fathul,bintang 5,"nais buat wangi nyaa ga terlalu strong tapi ada seger segernya juga, plus sweet keciumnyaa"
Agung,bintang 5,apa memang nggak dapat tester ya
Farhan,bintang 5,"One of the best blind buy tahun ini, wanginya unik banget, longevitynya juga gokil parah dari sore sampe pagi masih wangi. ez 10/10 lah ini"
S***g,bintang 5,Kemasannya rapi dan wanginya tahan lama seperti wangi parfum YSL
Aditya,bintang 5,Barang sampai tujuan dengan aman. 👍
D***i,bintang 5,Tadinya iseng ingin coba dan setelah dicoba jadi terpesona dengan kualitasnya ❤️ Ini sudah hampir 12 jam aromanya masih bisa saya rasa. Padahal cuma semprot 4 kali di bag...
Abdul,bintang 5,mantab wanginya lembuy
Fahmi,bintang 5,wanginya enak.. jadi penasaran dengan varian yang lainnya..
Riki,bintang 5,Jujur aku suka banget wangi nya.
Rendy,bintang 5,wangi.y enak...suka...next order lagi...
A***g,bintang 5,harum
Markus,bintang 5,kl
Daniel,bintang 5,"suka banget wanginya, manis manis gitu. buat ketahanan belum coba sihh, packaging juga lumayan rapi dan safety"
D***a,bintang 5,"wanginya enak, nyaman, kata orang lain si suka. lebi suka ini dripada yg hugable biasa. ads fruty nya"
A***t,bintang 5,"wanginya enak, lembut, tahan lama, travel size buat di bawa bepergian, pembelian yg ke 3"
I***I,bintang 5,"Pemebelian kedua, qualitas ttp bagus. Packing bagus - Brand professional."
F***x,bintang 5,"aroma dapat dinikmati dan tidak terlalu menyengat, tahan lama."
Irfan,bintang 5,"packaging rapi, aman, sesuai sama pesanan pastinya, wangi? banget! awalnya cukup nusuk wanginya, abis itu jadi soft, manis, ga ada hint nyengat sama sekali deh, overall e..."
Muhammad,bintang 5,"wanginya sweet enak, untuk ketahanan belum di coba nihh sampai berapa jamnya"
Irvan,bintang 5,"Parfum terbaik sih ini, bikin candu aroma nya , Enak banget bkin nagih aroma nya 🤩🤩"
agus,bintang 3,B aja
Yubi,bintang 5,"Wanginya pas awal strong, semenitan kemudian udah enak. Lumayan tahan lama buat indoor, thank you"
Iwan,bintang 5,"barang ok, pengiriman cepat"
Ricky,bintang 5,wangi
Andreas,bintang 5,"Baunya oke bgt, tapi sayangnya ga terlalu lama tahan, cuma suka aja karakter racikannya cakep"
Agus,bintang 5,"sudah di terima parfum nya, terimakasih"
arif,bintang 5,"Wanginya enak, pengiriman cepat fan barang sesuai pesanan"
john,bintang 5,"repeat order, emang udah suka sama wanginya hahaha"
Hidayat,bintang 5,"barang sesuai pesanan dan dikemas dgn rapih, aroma sesuai selera"
O***a,bintang 5,produk aman sesuai pesanan thanks
H***a,bintang 5,"Makasih Tokopedia, Sukses buat Seller nya, belon di coba sih...pagi ini mau di aplikasikan, kalau reaksi yg nyium wangi nya positif, bearti next order lagi..hehe"
W***U,bintang 5,Bau enak buat di ruangan ac tambah kecium baunya joss
R***y,bintang 5,"wanginya lumayan, tp ga cowo banget. tahan lama, pokoknya rekomen"
Sendri,bintang 5,mantap.
Dharma,bintang 5,"wangi nya enak, manis dan seger. tapi buat ketahanan kayanha cuman beberapa jam aja apalagi klo di outdoor yg keringetan"
Adduha,bintang 5,mantap lah
h***n,bintang 5,"Respon seller cepat, estimasi pengiriman sesuai, kualitas sesuai, wangi coconut nya ok. 👍👍"
P***t,bintang 5,barang sesuai deskripsi...
jack,bintang 5,bagus
I***g,bintang 5,Pengiriman Cepat Semoga cocok
M***d,bintang 5,"Pembelian kedua, suka wanginya soft dan tahan lama. Recommended. Terima kasih"
N***u,bintang 5,Wanginya enak
Fandy,bintang 5,"aroma ajieb, paket tiba secepat inet 5 G 👍👍"
Febry,bintang 5,"awal semprot, fresh & sweet,,kita tes dl untuk seharian ini keawetannya di indoor & outdoor,,"
P***y,bintang 5,👏👏
Daniel,bintang 5,wangi yg paling di suka
igo,bintang 5,"barang sudah diterima,untuk packaging sangat save buat barang yang notabenenya mudah pecah. Kualitas barang bagus,baru saya coba dan wanginya emang enak dan sangat cocok..."
FAUZAN,bintang 5,"ini saya beli yang ke 2 kali nya, dan keharuman nya sangat the best dan ketahanan nya lumayan sangat lama 👏🤩"
L***a,bintang 5,"aku suka aku suka, wanginya enak"
R***l,bintang 5,sip mantab 👍
Abdul,bintang 5,enak banget wanginyaa harga bersahabat thanks bro
Suyono,bintang 5,"Josss gandhosss, Mantapppp"
Imung,bintang 5,wanginya cocok.. seller respon cepat.. packing aman sentosa makasih seller makasih kurir ekspedisi makasih tokped
A***i,bintang 5,"mantap gan packingnya, sampai dengan aman👍👍"
CHOEROH,bintang 5,semoga cocok wanginya lumayan
Subchan,bintang 5,terbaik 🔥🔥🔥
Firdaus,bintang 5,"Pembelian ke 3, baru coba Intense nya Hugable ternyata tcakep juga, harum vanilla bercampur coconut buat nyaman, bakal cepet habis juga nih keknya wkwkwkwk, hanya cola cr..."
O***s,bintang 5,wanginya mantap
Risfan,bintang 5,selalu puas belanja disini.
A***d,bintang 5,"so far so good, yg ini lebih manly karena memang for men"
E***n,bintang 5,barang berkualitas harga bersaing pengiriman cepat
sigit,bintang 5,"seperti biasanya, puas......deh"
irfan,bintang 5,wanginya lumayan nempel bisa sampe 6 jam an
Zidan,bintang 5,mantapp
Ahmad,bintang 5,cepat sampai🙏
D***s,bintang 5,"udah ke 2x nya beli tiden. co, wanginya oke sih, tahan lumayan lama juga di baju sama badan, tidak mengecewakan pokoknya"
Amir,bintang 5,wanginya kuat dalam ruangan. memberikan sensasi profesional. Terimakasih
Danang,bintang 5,wanginya mantap
Firman,bintang 5,"Barang aman, aroma parfume menarik dan saya akan suka. Let’s see what’s next!"
Gunawan,bintang 5,pembelian kesekian kalinya. dengan pelayanan yang terbaik dari seller. kualitas harum dari parfum yang sangat cocok untuk semua hidung dan sangat tahan lama untuk harumny...
Imam,bintang 5,Order lagi untuk sodara saya karena suka sama wanginya.......
Wahyudin,bintang 5,ok. thanks
Dede,bintang 5,Besi tutupnya copot. Tapi wanginya enak.
A***a,bintang 5,"sesuai pesanan, respon seller satset, kuritnya jg lhas lhes,,, liat bintang deh hehe"
Ryan,bintang 5,Kali kedua order parfum ini gak pernah mengecewakan sih dan barang sampai lebih cepat dari estimasi waktunya.
Bustami,bintang 5,"Agak bingung mau review apa, soalnya produk yg aku terima sangat sesuai dengan deskripsi dan iklannya. Karena ini soal rasa, aku pikir kita pasti berbeda. Tapi percayalah..."
muhammad,bintang 5,langganan
F***s,bintang 3,"kali kedua beli disini dan dengan varian parfum yang sama, saya sudah hafal dengan karakter yang dihasilkan parfum ini dan agak sedikit kecewa karena ternyata ada perbeda..."
Suryadi,bintang 5,"wanginya enak ,berkelas. mesti sedia varian yg gede ini sih yaaa"
R***r,bintang 5,"udah beli di sini beberapa kali, jadi no comment, recommend 👍🏻🫰🏻"
Imam,bintang 5,Oke punya
Garfild,bintang 5,repeat order kesekian kalinya... packing aman... tiba dgn selamat...makasih Tiden...
Fandi,bintang 5,repeat order ke 3x karna seenak itu wanginya 👀
ridwan,bintang 5,"fast respons, cepet sampe, cuma sedikit doang isi nya, kirain banyak🤣🤣,tp wangi nya enak sih soft👍👍"
Firman,bintang 5,sudah Beli ke 3 kali nya.. Pertahankan Wangi dan Kwalitas nya😍👍
Harunu,bintang 5,"Wanginya manis, lmyan enak. Rekomended"
G***n,bintang 5,"htrnuhun good, mantabb Wangi"
Wandi,bintang 5,harum
p***a,bintang 5,"Wangi nya enak, nih buat kalian2 yg suka manis tapi masih nyaman di hidung."
B***y,bintang 5,"Sesuai dengan ekspetasi, ternyata 30ml kirain yg ukuran 50ml. Wanginya mantap sih enak dan cocok."
john,bintang 5,"repeat order, emang udah suka sama parfum ini. Jadi parfum daily."
F***r,bintang 5,"orderan yg kesekian kalinya, cocok"
Robby,bintang 5,Mantap wanginya
Rizal,bintang 5,"barang sesuai dengan yg ada di gambar, baunya juga enak sekali terimakasih seller"
a***l,bintang 5,mantap
ario,bintang 5,Parfume lokal worth the money Tahan lama wanginya
N***l,bintang 5,"fav for now, fast delivery juga. recomended"
Pebrianto,bintang 5,"Wanginya manis nagihhh. Bangun tidur masih agak kecium, jadi bikin good mood."
Ayu,bintang 5,"aroma cocok dgn selera saya, wanginya gk eneg, ketahanan aroma cukup, sangat recommended"
Andre,bintang 5,"tnx paket udh sampe dengan selamat, semoga Awet minyak Wangi nya bau nya..."
Nuansyah,bintang 5,"Packing aman sekali, pengiriman cepat dan wanginya sudah hafal banget"
Rivan,bintang 5,"enak wanginya, cuma kurirnya salah alamat dan ga ada konfirmasi ke saya"
Alionk,bintang 5,Wanti cok
Miming,bintang 5,wangi Banget
Eko,bintang 5,packing aman jaya sentosa
Andhika,bintang 5,wanginya enak
A***e,bintang 5,"Wanginya enak, sayang gak dapet sample, padahal dulu beli yg manner dspat sample, padahal sekarang belinya 2."
Eko,bintang 5,"terlanjur beli ini, eh dirampok istri karena dianya juga suka, akhirnya share dipakai bersama 🤣🤣"
M***d,bintang 4,wanginya pas
CNK,bintang 5,wangi nya calm tp menarik. pantes aja nama nya hugable 🤣 packing nya bener2 aman. pihak kurir juga ramah ga pakai nyasar2. makasih guys
christian,bintang 5,saya suka wanginya
